source,source_id,primary_turn_id,atom_id,atom_label,evidence_kind,disposition,decision_or_gate,canonical_task,stage,acceptance,result
user-session-2026-09-16-table-01,HOME-002,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,main,"в шапке страницы должны остаться: Аватарка, имя, фамилия, место в рейтинге, далее кол-во матчей, побед и поражений",screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-002,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a01,compact avatar/name/surname/rank/matches/wins/losses,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-002,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a02,secondary stats move to profile,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-002,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a03,persistent greeting and rival callout removed from Home hierarchy,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-003,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,main,клик на некоторые цифры в статистике почему-то ведёт на страницу Гугл карт,screenshot_plus_self_report,hypothesis_reproduce,reproduction_gate,GAP-031,2,AT-HOME-003,app_cause_unproven
user-session-2026-09-16-table-01,HOME-003,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a01,Maps destination requires reproduction; app cause unknown,screenshot_plus_self_report,hypothesis_reproduce,reproduction_gate,GAP-031,2,AT-HOME-003,reproduce_before_acceptance
user-session-2026-09-16-table-01,HOME-004,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,main,"Если в блоке «активные события» показать нечего, то вместо него должен быть блок «история игр»",screenshot_plus_self_report,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-004,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a01,role-aware active events,screenshot_plus_self_report,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-004,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a02,history fallback when no active event,screenshot_plus_self_report,accepted_target,D36,GAP-031,2,AT-HOME-002,target_pending_implementation
user-session-2026-09-16-table-01,HOME-004,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a03,"Only mine means player events, not all judged events",screenshot_plus_self_report,needs_bounded_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-005,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,main,Предусмотри пустые состояния для всех блоков,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-005,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a01,empty state for every dashboard block,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-002,target_pending_implementation
user-session-2026-09-16-table-01,HOME-005,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a02,View all opens full history,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-005,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a03,ranking top3 follows current tasks and history,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-006,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,main,Навигационный блок в нижней части экрана выглядит ортодоксально. Предлагаю от него избавиться,screenshot_plus_self_report,accepted_target,D36,GAP-030,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-006,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a01,no bottom tabs or universal menu,screenshot_plus_self_report,accepted_target,D36,GAP-030,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-006,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a02,profile and notifications still discoverable,screenshot_plus_self_report,accepted_target,D36,GAP-030,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-007,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,main,Сами карточки проведенных ранее матчей ужасно перегружены информацией,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-007,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a01,match cards keep players score duration winner,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-007,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a02,secondary details remain accessible,screenshot_plus_source_review,accepted_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,HOME-007,01a0aba5-70fb-7fa1-92e4-d78b7526ac4c,a03,winner distinguishable by icon or name state,screenshot_plus_source_review,needs_bounded_target,D36,GAP-031,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-START-001,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,"Я выбрал «матч», хотя сам экран показался мне пустым, а шаг лишним",self_report_plus_screenshot,accepted_target,D36,GAP-030,2,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-001,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,Матчу нужно генерировать название автоматически после старта,screenshot_plus_source_review,decision_gate,Q-UX-006,GAP-013,5,AT-MATCH-017,timing_unresolved
user-session-2026-09-16-table-01,U01-FORM-001,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,automatic match name,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-015,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-001,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,name creation timing,screenshot_plus_source_review,decision_gate,Q-UX-006,GAP-013,5,AT-MATCH-015,pending_decision
user-session-2026-09-16-table-01,U01-FORM-001,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a03,"actual date and time, not fabricated future schedule",screenshot_plus_source_review,preserve_existing,D20,GAP-013,5,AT-MATCH-015,preserve_behavior
user-session-2026-09-16-table-01,U01-FORM-001,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a04,match history search by participant surnames,screenshot_plus_source_review,accepted_target,D36,GAP-024,10,AT-VIS-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-002,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,Более частым паттерном будет создать матч для подсчета очков других людей,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-002,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,1v1 and 2v2,screenshot_plus_source_review,preserve_existing,D35,GAP-013,5,AT-MATCH-016,preserve_behavior
user-session-2026-09-16-table-01,U01-FORM-002,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,creator playing is secondary and not default,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-003,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,"Стоит дать выбор между 11, 21 и вводом своего значения",screenshot_plus_source_review,decision_gate,Q-UX-005,GAP-013,5,AT-MATCH-016,preset_ready_memory_unresolved
user-session-2026-09-16-table-01,U01-FORM-003,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,11/21/custom presets,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-016,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-003,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,numeric keyboard and reachable sheet,screenshot_plus_source_review,accepted_target,D36,GAP-013,5,AT-MATCH-016,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-003,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a03,remembered custom value,screenshot_plus_source_review,decision_gate,Q-UX-005,GAP-013,5,AT-MATCH-016,pending_decision
user-session-2026-09-16-table-01,U01-FORM-003,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a04,plus/minus controls,screenshot_plus_source_review,needs_bounded_target,D36,GAP-013,5,AT-MATCH-016,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-004,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,инпут для ввода значения сухой победы находился в строке чекбокса сухой победы,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-004,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,mercy threshold in same row,screenshot_plus_source_review,accepted_target,D8,GAP-013,5,AT-MATCH-016,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-004,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,formula rounding and range preserve D8,screenshot_plus_source_review,needs_bounded_target,D8,GAP-013,5,AT-MATCH-016,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-005,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,Строка выбора подачи тоже может быть доп фичей,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-005,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,serve selection in judge context,screenshot_plus_source_review,needs_bounded_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-005,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,coin flip and alert removal,screenshot_plus_source_review,needs_bounded_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-006,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,Блок с «частым» и «недавним» соперником – классная штука,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-006,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,frequent/recent opponent contextual only,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-016,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-006,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,direct other-player selection,screenshot_plus_source_review,accepted_target,D35,GAP-013,5,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-007,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,Поле «судья» и вопрос про предложение пригласить предлагаю сейчас скрыть,screenshot_plus_source_review,accepted_target,D37,GAP-029,1,AT-UI-INV-001,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-007,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,hide game invite and optional judge invitation UI,screenshot_plus_source_review,accepted_target,D37,GAP-029,1,AT-UI-INV-001,target_pending_implementation
user-session-2026-09-16-table-01,U01-FORM-007,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,automatic judge ownership requires separate decision,screenshot_plus_source_review,decision_gate,Q-UX-006,GAP-032,6,AT-JUDGE-001,pending_decision
user-session-2026-09-16-table-01,U01-FORM-007,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a03,history of people leading on shared phone,screenshot_plus_source_review,decision_gate,Q-UX-009,GAP-032,6,AT-JUDGE-002,pending_decision
user-session-2026-09-16-table-01,U01-FORM-008,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,main,"можно просто добавить гостевую запись, чтобы в будущем не вводить это имя заново",screenshot_plus_source_review,decision_gate,Q-UX-004,GAP-013,5,AT-MATCH-013,guest_identity_unresolved
user-session-2026-09-16-table-01,U01-FORM-008,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a01,reusable guest identity,screenshot_plus_source_review,decision_gate,Q-UX-004,GAP-013,5,AT-MATCH-013,pending_decision
user-session-2026-09-16-table-01,U01-FORM-008,01a0ae50-1bf2-72c1-a4a5-c5fe9d12a946,a02,future account link collision/history/privacy,screenshot_plus_source_review,decision_gate,Q-UX-004,GAP-013,5,AT-MATCH-013,pending_decision
user-session-2026-09-16-table-01,U01-DETAIL-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,Экран между настройками матча и судейством тоже лишний,screenshot_plus_source_review,accepted_target,D36,GAP-017,6,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,create to judge without redundant step,screenshot_plus_source_review,decision_gate,Q-UX-006,GAP-017,6,AT-HOME-003,pending_decision
user-session-2026-09-16-table-01,U01-DETAIL-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,prestart player side serve rules edits and partial errors,screenshot_plus_source_review,needs_bounded_target,D35,GAP-017,6,AT-MATCH-017,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,suggested 1v1 11-point mercy-at-5 manual-server defaults need contract review,screenshot_plus_source_review,needs_bounded_target,D8,GAP-013,5,AT-MATCH-016,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,Соотнести счет и игрока невозможно,screenshot_plus_source_review,accepted_target,D36,GAP-017,6,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,"all system status chips read as information, not false buttons; icon or text communicates meaning",screenshot_plus_source_review,needs_bounded_target,inventory_target_gate,GAP-034,3,AT-UI-STATUS-001,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,side and score association; first actual server,screenshot_plus_source_review,needs_bounded_target,D36,GAP-017,6,AT-MATCH-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,match detail applies shared status semantics after stage 3 target,screenshot_plus_source_review,needs_bounded_target,inventory_target_gate,GAP-017,6,AT-UI-STATUS-001,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-003,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,Кнопок тут невероятное количество,screenshot_plus_source_review,accepted_target,D36,GAP-017,6,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-003,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,primary next action and secondary controls,screenshot_plus_source_review,accepted_target,D36,GAP-017,6,AT-HOME-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-DETAIL-003,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,same roster/rules next match and replay,screenshot_plus_source_review,decision_gate,Q-UX-007,GAP-032,6,AT-MATCH-VOID-003,pending_decision
user-session-2026-09-16-table-01,U01-DETAIL-004,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,"итоги матча будут удалены через 10 секунд и если это сделано случайно, то можно действие отменить",screenshot_plus_decision_review,decision_gate,Q-UX-008,GAP-032,6,AT-MATCH-VOID-003,immutable_result_preserved
user-session-2026-09-16-table-01,U01-DETAIL-004,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,ten second Undo,screenshot_plus_decision_review,decision_gate,Q-UX-008,GAP-032,6,AT-MATCH-VOID-003,pending_decision
user-session-2026-09-16-table-01,U01-DETAIL-004,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,archive versus immutable void,screenshot_plus_decision_review,decision_gate,Q-UX-008,GAP-032,6,AT-MATCH-VOID-004,pending_decision
user-session-2026-09-16-table-01,U01-JUDGE-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,В наклоненном режиме наблюдаю странные белые поля в интерфейсе,screenshot_plus_source_review,hypothesis_reproduce,reproduction_gate,BUG-040,3,AT-HOME-003,physical_device_pending
user-session-2026-09-16-table-01,U01-JUDGE-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,landscape white gutters,screenshot_plus_source_review,hypothesis_reproduce,reproduction_gate,BUG-040,6,AT-HOME-003,reproduce_before_acceptance
user-session-2026-09-16-table-01,U01-JUDGE-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,portrait rotation hint and animation,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-001,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,dismissible rotation hint,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,Всё формулировки сверху лишние и не добавляют пользы,screenshot_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-JUDGE-007,concept_not_verified
user-session-2026-09-16-table-01,U01-JUDGE-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,context prompt and timer,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,scroll text blink and persistent instruction placement,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-002,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,reduced motion,screenshot_plus_source_review,accepted_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-003,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,Дуболировать выбор подающего радио-кнопками – лишнее,screenshot_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-JUDGE-007,concept_not_verified
user-session-2026-09-16-table-01,U01-JUDGE-003,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,tap serve and icon,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-MATCH-003,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-003,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,small center swap and keyboard alternative to drag,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-003,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,service-wide icon consistency inventory and semantic target,screenshot_plus_source_review,needs_bounded_target,inventory_target_gate,GAP-034,3,AT-UI-STATUS-001,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-004,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,вся плашка игрока в матче является кнопкой,screenshot_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-JUDGE-007,concept_not_verified
user-session-2026-09-16-table-01,U01-JUDGE-004,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,whole player card scoring with scroll guard,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-004,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,start overlay no geometry shift,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-004,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,fast motion without bounce and visual separation,screenshot_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-005,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,После достижения победного очка предлагаю ... блюрить весь экран,self_report_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-JUDGE-007,concept_not_verified
user-session-2026-09-16-table-01,U01-JUDGE-005,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,blurred confirmation with explicit accept/continue,self_report_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-MATCH-008,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-005,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,stable cards and prestart rules drawer,self_report_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-005,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,active contextual menu,self_report_plus_source_review,needs_bounded_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-006,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,main,на какой минуте матча какой стороне был начислен балл. Начисление можно показывать как «+1»,self_report_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-JUDGE-007,concept_not_verified
user-session-2026-09-16-table-01,U01-JUDGE-006,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a01,timeline authoritative time/side/+1,self_report_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-006,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a02,correction and Undo semantics,self_report_plus_source_review,needs_bounded_target,D24,GAP-032,6,AT-MATCH-005,target_pending_implementation
user-session-2026-09-16-table-01,U01-JUDGE-006,01a0afad-8b48-73e1-b8b4-f449f8ed77d0,a03,avoid unexplained long dash in log copy,self_report_plus_source_review,accepted_target,D36,GAP-032,6,AT-JUDGE-007,target_pending_implementation
user-session-2026-09-16-table-01,U01-EV-001,01a0afb2-23da-7bc2-800c-8c5ed0b3b220,main,side_B_first_server_radio_selected_and_matching_card_highlighted,screenshot,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-16-table-01,U01-EV-002,01a0afb2-23da-7bc2-800c-8c5ed0b3b220,main,active_judge_timer_and_expanded_more_menu_visible,screenshot,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-16-table-01,U01-EV-003,01a0afb2-23da-7bc2-800c-8c5ed0b3b220,main,deuce_10_to_10_and_two_separate_plus_one_buttons_visible,screenshot,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-16-table-01,U01-EV-004,01a0afb2-23da-7bc2-800c-8c5ed0b3b220,main,pending_confirmation_20_to_22_and_inline_finish_continue_buttons_visible,screenshot,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-16-table-01,U01-EV-005,01a0afb2-23da-7bc2-800c-8c5ed0b3b220,main,long_numbered_name_dash_point_log_without_time_visible,screenshot,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-16-table-01,U01-EV-006,01a0afb2-23da-7bc2-800c-8c5ed0b3b220,main,finished_match_card_20_to_22_with_displayed_duration_visible,screenshot,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-16-table-01,U01-CLAR-001,01a0afb5-2e48-7fc0-b934-68060cdb2df7,main,Я намеренно выбрал себя как игрока (в момент прохождения играл как администратор),self_report,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-16-table-01,SESSION-STOP,01a0b016-1d7d-7a31-820a-813aa4b0e93e,main,"Это не совсем исследовательская сессия, но я передал всю обратную связь по этому флоу, что хотел",self_report,context_evidence,D36,TECH-008,0,evidence_only,no_implementation_task
user-session-2026-09-17-tournament-01,T01-01,01a0b077-823f-7063-9250-d4124d07c5fd,main,Вход через «Начать» затем «Турнир»; открыт первый экран создания,self_report,accepted_target,D36,GAP-019,7,AT-TRN-024,target_pending_implementation
user-session-2026-09-17-tournament-01,T01-02,01a0b077-823f-7063-9250-d4124d07c5fd,main,"Видны заголовок «Турниры», «Обновить», предзаполненное название, Single/Double, два пункта выбора, пояснение и «Создать»",image,needs_bounded_target,D36,GAP-019,7,AT-TRN-024,copy_and_order_pending
